ED,Reported As,Reporting,Joy F. Campanelli (Democratic),Vincent F. Martusciello (Conservative),Scattered,Total Votes,Joy F. Campanelli RECAP,Vincent F. Martusciello RECAP,Scattered RECAP,p_Joy F. Campanelli (Democratic),p_Vincent F. Martusciello (Conservative),p_Scattered,p_Joy F. Campanelli RECAP,p_Vincent F. Martusciello RECAP,p_Scattered RECAP,winner,winner_p
46032,46032,100,49,4,0,53,49,4,0,0.9245283018867925,0.07547169811320754,0.0,0.9245283018867925,0.07547169811320754,0.0,Joy F. Campanelli RECAP,0.9245283018867925
46033,46033,100,120,10,0,130,120,10,0,0.9230769230769231,0.07692307692307693,0.0,0.9230769230769231,0.07692307692307693,0.0,Joy F. Campanelli RECAP,0.9230769230769231
46034,46034,100,75,24,0,99,75,24,0,0.7575757575757576,0.24242424242424243,0.0,0.7575757575757576,0.24242424242424243,0.0,Joy F. Campanelli RECAP,0.7575757575757576
46035,46035,100,36,36,0,72,36,36,0,0.5,0.5,0.0,0.5,0.5,0.0,Tie,0.5
46036,46036,100,103,88,1,192,103,88,1,0.5364583333333334,0.4583333333333333,0.005208333333333333,0.5364583333333334,0.4583333333333333,0.005208333333333333,Joy F. Campanelli RECAP,0.5364583333333334
46037,46037,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46038,46038,100,103,65,0,168,103,65,0,0.6130952380952381,0.3869047619047619,0.0,0.6130952380952381,0.3869047619047619,0.0,Joy F. Campanelli RECAP,0.6130952380952381
46039,46039,100,91,35,0,126,91,35,0,0.7222222222222222,0.2777777777777778,0.0,0.7222222222222222,0.2777777777777778,0.0,Joy F. Campanelli RECAP,0.7222222222222222
46040,46040,100,30,13,0,43,30,13,0,0.6976744186046512,0.3023255813953488,0.0,0.6976744186046512,0.3023255813953488,0.0,Joy F. Campanelli RECAP,0.6976744186046512
46041,46041,100,184,111,0,295,184,111,0,0.6237288135593221,0.376271186440678,0.0,0.6237288135593221,0.376271186440678,0.0,Joy F. Campanelli RECAP,0.6237288135593221
46042,46042,100,43,43,0,86,43,43,0,0.5,0.5,0.0,0.5,0.5,0.0,Tie,0.5
46043,46043,100,72,50,0,122,72,50,0,0.5901639344262295,0.4098360655737705,0.0,0.5901639344262295,0.4098360655737705,0.0,Joy F. Campanelli RECAP,0.5901639344262295
46044,46044,100,66,60,0,126,66,60,0,0.5238095238095238,0.47619047619047616,0.0,0.5238095238095238,0.47619047619047616,0.0,Joy F. Campanelli RECAP,0.5238095238095238
46045,46045,100,77,38,0,115,77,38,0,0.6695652173913044,0.33043478260869563,0.0,0.6695652173913044,0.33043478260869563,0.0,Joy F. Campanelli RECAP,0.6695652173913044
46046,46046,100,36,33,0,69,36,33,0,0.5217391304347826,0.4782608695652174,0.0,0.5217391304347826,0.4782608695652174,0.0,Joy F. Campanelli RECAP,0.5217391304347826
46047,46047,100,88,77,0,165,88,77,0,0.5333333333333333,0.4666666666666667,0.0,0.5333333333333333,0.4666666666666667,0.0,Joy F. Campanelli RECAP,0.5333333333333333
46048,46048,100,119,69,0,188,119,69,0,0.6329787234042553,0.3670212765957447,0.0,0.6329787234042553,0.3670212765957447,0.0,Joy F. Campanelli RECAP,0.6329787234042553
46049,46049,100,169,78,2,249,169,78,2,0.678714859437751,0.3132530120481928,0.008032128514056224,0.678714859437751,0.3132530120481928,0.008032128514056224,Joy F. Campanelli RECAP,0.678714859437751
46050,46050,100,133,142,0,275,133,142,0,0.48363636363636364,0.5163636363636364,0.0,0.48363636363636364,0.5163636363636364,0.0,Vincent F. Martusciello RECAP,0.5163636363636364
46051,46051,100,143,127,1,271,143,127,1,0.5276752767527675,0.46863468634686345,0.0036900369003690036,0.5276752767527675,0.46863468634686345,0.0036900369003690036,Joy F. Campanelli RECAP,0.5276752767527675
46052,46052,100,175,107,0,282,175,107,0,0.6205673758865248,0.37943262411347517,0.0,0.6205673758865248,0.37943262411347517,0.0,Joy F. Campanelli RECAP,0.6205673758865248
46053,46053,100,153,92,0,245,153,92,0,0.6244897959183674,0.37551020408163266,0.0,0.6244897959183674,0.37551020408163266,0.0,Joy F. Campanelli RECAP,0.6244897959183674
46054,46054,100,101,48,0,149,101,48,0,0.6778523489932886,0.3221476510067114,0.0,0.6778523489932886,0.3221476510067114,0.0,Joy F. Campanelli RECAP,0.6778523489932886
46055,46055,100,151,54,0,205,151,54,0,0.7365853658536585,0.2634146341463415,0.0,0.7365853658536585,0.2634146341463415,0.0,Joy F. Campanelli RECAP,0.7365853658536585
46056,46056,100,175,74,0,249,175,74,0,0.7028112449799196,0.2971887550200803,0.0,0.7028112449799196,0.2971887550200803,0.0,Joy F. Campanelli RECAP,0.7028112449799196
46057,46057,100,182,106,0,288,182,106,0,0.6319444444444444,0.3680555555555556,0.0,0.6319444444444444,0.3680555555555556,0.0,Joy F. Campanelli RECAP,0.6319444444444444
46058,46058,100,156,63,0,219,156,63,0,0.7123287671232876,0.2876712328767123,0.0,0.7123287671232876,0.2876712328767123,0.0,Joy F. Campanelli RECAP,0.7123287671232876
46059,46059,100,144,69,1,214,144,69,1,0.6728971962616822,0.32242990654205606,0.004672897196261682,0.6728971962616822,0.32242990654205606,0.004672897196261682,Joy F. Campanelli RECAP,0.6728971962616822
46060,46060,100,202,130,0,332,202,130,0,0.608433734939759,0.39156626506024095,0.0,0.608433734939759,0.39156626506024095,0.0,Joy F. Campanelli RECAP,0.608433734939759
46061,46061,100,122,95,0,217,122,95,0,0.5622119815668203,0.4377880184331797,0.0,0.5622119815668203,0.4377880184331797,0.0,Joy F. Campanelli RECAP,0.5622119815668203
46062,46062,100,218,115,2,335,218,115,2,0.6507462686567164,0.34328358208955223,0.005970149253731343,0.6507462686567164,0.34328358208955223,0.005970149253731343,Joy F. Campanelli RECAP,0.6507462686567164
46063,46063,100,128,56,1,185,128,56,1,0.6918918918918919,0.3027027027027027,0.005405405405405406,0.6918918918918919,0.3027027027027027,0.005405405405405406,Joy F. Campanelli RECAP,0.6918918918918919
46064,46064,100,154,116,0,270,154,116,0,0.5703703703703704,0.42962962962962964,0.0,0.5703703703703704,0.42962962962962964,0.0,Joy F. Campanelli RECAP,0.5703703703703704
46065,46065,100,166,106,0,272,166,106,0,0.6102941176470589,0.3897058823529412,0.0,0.6102941176470589,0.3897058823529412,0.0,Joy F. Campanelli RECAP,0.6102941176470589
46066,46066,100,93,36,0,129,93,36,0,0.7209302325581395,0.27906976744186046,0.0,0.7209302325581395,0.27906976744186046,0.0,Joy F. Campanelli RECAP,0.7209302325581395
46067,46067,100,100,148,0,248,100,148,0,0.4032258064516129,0.5967741935483871,0.0,0.4032258064516129,0.5967741935483871,0.0,Vincent F. Martusciello RECAP,0.5967741935483871
46068,46068,100,108,129,1,238,108,129,1,0.453781512605042,0.542016806722689,0.004201680672268907,0.453781512605042,0.542016806722689,0.004201680672268907,Vincent F. Martusciello RECAP,0.542016806722689
46069,46069,100,129,137,1,267,129,137,1,0.48314606741573035,0.5131086142322098,0.003745318352059925,0.48314606741573035,0.5131086142322098,0.003745318352059925,Vincent F. Martusciello RECAP,0.5131086142322098
46070,46070,100,67,134,2,203,67,134,2,0.33004926108374383,0.6600985221674877,0.009852216748768473,0.33004926108374383,0.6600985221674877,0.009852216748768473,Vincent F. Martusciello RECAP,0.6600985221674877
46071,46071,100,95,111,0,206,95,111,0,0.46116504854368934,0.5388349514563107,0.0,0.46116504854368934,0.5388349514563107,0.0,Vincent F. Martusciello RECAP,0.5388349514563107
46072,46072,100,125,81,0,206,125,81,0,0.6067961165048543,0.3932038834951456,0.0,0.6067961165048543,0.3932038834951456,0.0,Joy F. Campanelli RECAP,0.6067961165048543
46073,46073,100,58,25,0,83,58,25,0,0.6987951807228916,0.30120481927710846,0.0,0.6987951807228916,0.30120481927710846,0.0,Joy F. Campanelli RECAP,0.6987951807228916
46074,46074,100,14,8,0,22,14,8,0,0.6363636363636364,0.36363636363636365,0.0,0.6363636363636364,0.36363636363636365,0.0,Joy F. Campanelli RECAP,0.6363636363636364
46075,46075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46076,46075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
46077,46077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
47001,47001,100,92,66,0,158,92,66,0,0.5822784810126582,0.4177215189873418,0.0,0.5822784810126582,0.4177215189873418,0.0,Joy F. Campanelli RECAP,0.5822784810126582
47002,47002,100,92,59,0,151,92,59,0,0.609271523178808,0.39072847682119205,0.0,0.609271523178808,0.39072847682119205,0.0,Joy F. Campanelli RECAP,0.609271523178808
47003,47003,100,96,49,1,146,96,49,1,0.6575342465753424,0.3356164383561644,0.00684931506849315,0.6575342465753424,0.3356164383561644,0.00684931506849315,Joy F. Campanelli RECAP,0.6575342465753424
47004,47004,100,5,0,0,5,5,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
47005,47005,100,74,46,1,121,74,46,1,0.6115702479338843,0.38016528925619836,0.008264462809917356,0.6115702479338843,0.38016528925619836,0.008264462809917356,Joy F. Campanelli RECAP,0.6115702479338843
47006,47006,100,73,27,0,100,73,27,0,0.73,0.27,0.0,0.73,0.27,0.0,Joy F. Campanelli RECAP,0.73
47007,47007,100,74,49,0,123,74,49,0,0.6016260162601627,0.3983739837398374,0.0,0.6016260162601627,0.3983739837398374,0.0,Joy F. Campanelli RECAP,0.6016260162601627
47008,47008,100,83,41,0,124,83,41,0,0.6693548387096774,0.33064516129032256,0.0,0.6693548387096774,0.33064516129032256,0.0,Joy F. Campanelli RECAP,0.6693548387096774
47009,47009,100,88,78,0,166,88,78,0,0.5301204819277109,0.46987951807228917,0.0,0.5301204819277109,0.46987951807228917,0.0,Joy F. Campanelli RECAP,0.5301204819277109
47010,47010,100,12,12,0,24,12,12,0,0.5,0.5,0.0,0.5,0.5,0.0,Tie,0.5
47011,47011,100,63,37,0,100,63,37,0,0.63,0.37,0.0,0.63,0.37,0.0,Joy F. Campanelli RECAP,0.63
47012,47012,100,68,43,0,111,68,43,0,0.6126126126126126,0.38738738738738737,0.0,0.6126126126126126,0.38738738738738737,0.0,Joy F. Campanelli RECAP,0.6126126126126126
47013,47013,100,109,47,0,156,109,47,0,0.6987179487179487,0.30128205128205127,0.0,0.6987179487179487,0.30128205128205127,0.0,Joy F. Campanelli RECAP,0.6987179487179487
47014,47014,100,98,72,0,170,98,72,0,0.5764705882352941,0.4235294117647059,0.0,0.5764705882352941,0.4235294117647059,0.0,Joy F. Campanelli RECAP,0.5764705882352941
47015,47015,100,97,53,0,150,97,53,0,0.6466666666666666,0.35333333333333333,0.0,0.6466666666666666,0.35333333333333333,0.0,Joy F. Campanelli RECAP,0.6466666666666666
47016,47016,100,61,20,2,83,61,20,2,0.7349397590361446,0.24096385542168675,0.024096385542168676,0.7349397590361446,0.24096385542168675,0.024096385542168676,Joy F. Campanelli RECAP,0.7349397590361446
47017,47017,100,71,24,1,96,71,24,1,0.7395833333333334,0.25,0.010416666666666666,0.7395833333333334,0.25,0.010416666666666666,Joy F. Campanelli RECAP,0.7395833333333334
47018,47018,100,68,74,2,144,68,74,2,0.4722222222222222,0.5138888888888888,0.013888888888888888,0.4722222222222222,0.5138888888888888,0.013888888888888888,Vincent F. Martusciello RECAP,0.5138888888888888
47019,47019,100,18,15,0,33,18,15,0,0.5454545454545454,0.45454545454545453,0.0,0.5454545454545454,0.45454545454545453,0.0,Joy F. Campanelli RECAP,0.5454545454545454
47020,47020,100,58,32,0,90,58,32,0,0.6444444444444445,0.35555555555555557,0.0,0.6444444444444445,0.35555555555555557,0.0,Joy F. Campanelli RECAP,0.6444444444444445
47021,47021,100,67,49,0,116,67,49,0,0.5775862068965517,0.4224137931034483,0.0,0.5775862068965517,0.4224137931034483,0.0,Joy F. Campanelli RECAP,0.5775862068965517
47022,47022,100,37,34,0,71,37,34,0,0.5211267605633803,0.4788732394366197,0.0,0.5211267605633803,0.4788732394366197,0.0,Joy F. Campanelli RECAP,0.5211267605633803
47023,47023,100,82,30,0,112,82,30,0,0.7321428571428571,0.26785714285714285,0.0,0.7321428571428571,0.26785714285714285,0.0,Joy F. Campanelli RECAP,0.7321428571428571
47024,47024,100,98,40,0,138,98,40,0,0.7101449275362319,0.2898550724637681,0.0,0.7101449275362319,0.2898550724637681,0.0,Joy F. Campanelli RECAP,0.7101449275362319
47025,47025,100,90,40,2,132,90,40,2,0.6818181818181818,0.30303030303030304,0.015151515151515152,0.6818181818181818,0.30303030303030304,0.015151515151515152,Joy F. Campanelli RECAP,0.6818181818181818
47026,47026,100,87,57,1,145,87,57,1,0.6,0.3931034482758621,0.006896551724137931,0.6,0.3931034482758621,0.006896551724137931,Joy F. Campanelli RECAP,0.6
47027,47027,100,92,46,0,138,92,46,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,Joy F. Campanelli RECAP,0.6666666666666666
47028,47028,100,72,34,0,106,72,34,0,0.6792452830188679,0.32075471698113206,0.0,0.6792452830188679,0.32075471698113206,0.0,Joy F. Campanelli RECAP,0.6792452830188679
47029,47029,100,73,60,0,133,73,60,0,0.5488721804511278,0.45112781954887216,0.0,0.5488721804511278,0.45112781954887216,0.0,Joy F. Campanelli RECAP,0.5488721804511278
47030,47030,100,48,20,0,68,48,20,0,0.7058823529411765,0.29411764705882354,0.0,0.7058823529411765,0.29411764705882354,0.0,Joy F. Campanelli RECAP,0.7058823529411765
47031,47031,100,92,24,0,116,92,24,0,0.7931034482758621,0.20689655172413793,0.0,0.7931034482758621,0.20689655172413793,0.0,Joy F. Campanelli RECAP,0.7931034482758621
47032,47032,100,33,7,0,40,33,7,0,0.825,0.175,0.0,0.825,0.175,0.0,Joy F. Campanelli RECAP,0.825
47033,47033,100,45,13,0,58,45,13,0,0.7758620689655172,0.22413793103448276,0.0,0.7758620689655172,0.22413793103448276,0.0,Joy F. Campanelli RECAP,0.7758620689655172
47034,47034,100,32,26,0,58,32,26,0,0.5517241379310345,0.4482758620689655,0.0,0.5517241379310345,0.4482758620689655,0.0,Joy F. Campanelli RECAP,0.5517241379310345
47035,47035,100,0,1,0,1,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,Vincent F. Martusciello RECAP,1.0
47036,47036,100,56,43,0,99,56,43,0,0.5656565656565656,0.43434343434343436,0.0,0.5656565656565656,0.43434343434343436,0.0,Joy F. Campanelli RECAP,0.5656565656565656
47037,47037,100,36,10,0,46,36,10,0,0.782608695652174,0.21739130434782608,0.0,0.782608695652174,0.21739130434782608,0.0,Joy F. Campanelli RECAP,0.782608695652174
47038,47038,100,24,19,0,43,24,19,0,0.5581395348837209,0.4418604651162791,0.0,0.5581395348837209,0.4418604651162791,0.0,Joy F. Campanelli RECAP,0.5581395348837209
47039,47039,100,33,35,1,69,33,35,1,0.4782608695652174,0.5072463768115942,0.014492753623188406,0.4782608695652174,0.5072463768115942,0.014492753623188406,Vincent F. Martusciello RECAP,0.5072463768115942
47040,47040,100,28,21,0,49,28,21,0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.0,Joy F. Campanelli RECAP,0.5714285714285714
47041,47041,100,84,43,1,128,84,43,1,0.65625,0.3359375,0.0078125,0.65625,0.3359375,0.0078125,Joy F. Campanelli RECAP,0.65625
47042,47042,100,20,22,1,43,20,22,1,0.46511627906976744,0.5116279069767442,0.023255813953488372,0.46511627906976744,0.5116279069767442,0.023255813953488372,Vincent F. Martusciello RECAP,0.5116279069767442
47043,47043,100,52,35,0,87,52,35,0,0.5977011494252874,0.40229885057471265,0.0,0.5977011494252874,0.40229885057471265,0.0,Joy F. Campanelli RECAP,0.5977011494252874
47044,47044,100,106,40,0,146,106,40,0,0.726027397260274,0.273972602739726,0.0,0.726027397260274,0.273972602739726,0.0,Joy F. Campanelli RECAP,0.726027397260274
47045,47045,100,62,33,0,95,62,33,0,0.6526315789473685,0.3473684210526316,0.0,0.6526315789473685,0.3473684210526316,0.0,Joy F. Campanelli RECAP,0.6526315789473685
47046,47046,100,76,45,1,122,76,45,1,0.6229508196721312,0.36885245901639346,0.00819672131147541,0.6229508196721312,0.36885245901639346,0.00819672131147541,Joy F. Campanelli RECAP,0.6229508196721312
47047,47047,100,76,62,0,138,76,62,0,0.5507246376811594,0.4492753623188406,0.0,0.5507246376811594,0.4492753623188406,0.0,Joy F. Campanelli RECAP,0.5507246376811594
47048,47048,100,42,46,1,89,42,46,1,0.47191011235955055,0.5168539325842697,0.011235955056179775,0.47191011235955055,0.5168539325842697,0.011235955056179775,Vincent F. Martusciello RECAP,0.5168539325842697
47049,47049,100,108,80,0,188,108,80,0,0.574468085106383,0.425531914893617,0.0,0.574468085106383,0.425531914893617,0.0,Joy F. Campanelli RECAP,0.574468085106383
47050,47050,100,90,41,2,133,90,41,2,0.6766917293233082,0.3082706766917293,0.015037593984962405,0.6766917293233082,0.3082706766917293,0.015037593984962405,Joy F. Campanelli RECAP,0.6766917293233082
47051,47051,100,65,27,0,92,65,27,0,0.7065217391304348,0.29347826086956524,0.0,0.7065217391304348,0.29347826086956524,0.0,Joy F. Campanelli RECAP,0.7065217391304348
47052,47052,100,32,26,0,58,32,26,0,0.5517241379310345,0.4482758620689655,0.0,0.5517241379310345,0.4482758620689655,0.0,Joy F. Campanelli RECAP,0.5517241379310345
47053,47053,100,117,3,0,120,117,3,0,0.975,0.025,0.0,0.975,0.025,0.0,Joy F. Campanelli RECAP,0.975
47054,47054,100,100,1,1,102,100,1,1,0.9803921568627451,0.00980392156862745,0.00980392156862745,0.9803921568627451,0.00980392156862745,0.00980392156862745,Joy F. Campanelli RECAP,0.9803921568627451
47055,47055,100,104,27,1,132,104,27,1,0.7878787878787878,0.20454545454545456,0.007575757575757576,0.7878787878787878,0.20454545454545456,0.007575757575757576,Joy F. Campanelli RECAP,0.7878787878787878
47056,47056,100,68,31,0,99,68,31,0,0.6868686868686869,0.31313131313131315,0.0,0.6868686868686869,0.31313131313131315,0.0,Joy F. Campanelli RECAP,0.6868686868686869
47057,47057,100,144,44,0,188,144,44,0,0.7659574468085106,0.23404255319148937,0.0,0.7659574468085106,0.23404255319148937,0.0,Joy F. Campanelli RECAP,0.7659574468085106
47058,47058,100,71,34,1,106,71,34,1,0.6698113207547169,0.32075471698113206,0.009433962264150943,0.6698113207547169,0.32075471698113206,0.009433962264150943,Joy F. Campanelli RECAP,0.6698113207547169
47059,47059,100,79,26,0,105,79,26,0,0.7523809523809524,0.24761904761904763,0.0,0.7523809523809524,0.24761904761904763,0.0,Joy F. Campanelli RECAP,0.7523809523809524
47060,47060,100,45,12,0,57,45,12,0,0.7894736842105263,0.21052631578947367,0.0,0.7894736842105263,0.21052631578947367,0.0,Joy F. Campanelli RECAP,0.7894736842105263
47061,47061,100,75,27,0,102,75,27,0,0.7352941176470589,0.2647058823529412,0.0,0.7352941176470589,0.2647058823529412,0.0,Joy F. Campanelli RECAP,0.7352941176470589
47062,47062,100,49,48,0,97,49,48,0,0.5051546391752577,0.4948453608247423,0.0,0.5051546391752577,0.4948453608247423,0.0,Joy F. Campanelli RECAP,0.5051546391752577
47063,47063,100,93,42,2,137,93,42,2,0.6788321167883211,0.30656934306569344,0.014598540145985401,0.6788321167883211,0.30656934306569344,0.014598540145985401,Joy F. Campanelli RECAP,0.6788321167883211
47064,47064,100,67,38,0,105,67,38,0,0.638095238095238,0.3619047619047619,0.0,0.638095238095238,0.3619047619047619,0.0,Joy F. Campanelli RECAP,0.638095238095238
47065,47065,100,86,45,0,131,86,45,0,0.6564885496183206,0.3435114503816794,0.0,0.6564885496183206,0.3435114503816794,0.0,Joy F. Campanelli RECAP,0.6564885496183206
47066,47066,100,35,23,0,58,35,23,0,0.603448275862069,0.39655172413793105,0.0,0.603448275862069,0.39655172413793105,0.0,Joy F. Campanelli RECAP,0.603448275862069
47067,47067,100,30,21,0,51,30,21,0,0.5882352941176471,0.4117647058823529,0.0,0.5882352941176471,0.4117647058823529,0.0,Joy F. Campanelli RECAP,0.5882352941176471
47068,47068,100,24,11,0,35,24,11,0,0.6857142857142857,0.3142857142857143,0.0,0.6857142857142857,0.3142857142857143,0.0,Joy F. Campanelli RECAP,0.6857142857142857
47069,47069,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
47070,47070,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
48001,48001,100,16,8,0,24,16,8,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,Joy F. Campanelli RECAP,0.6666666666666666
48002,48002,100,20,21,1,42,20,21,1,0.47619047619047616,0.5,0.023809523809523808,0.47619047619047616,0.5,0.023809523809523808,Vincent F. Martusciello RECAP,0.5
48003,48003,100,59,70,0,129,59,70,0,0.4573643410852713,0.5426356589147286,0.0,0.4573643410852713,0.5426356589147286,0.0,Vincent F. Martusciello RECAP,0.5426356589147286
48004,48004,100,89,56,0,145,89,56,0,0.6137931034482759,0.38620689655172413,0.0,0.6137931034482759,0.38620689655172413,0.0,Joy F. Campanelli RECAP,0.6137931034482759
48005,48005,100,84,75,0,159,84,75,0,0.5283018867924528,0.4716981132075472,0.0,0.5283018867924528,0.4716981132075472,0.0,Joy F. Campanelli RECAP,0.5283018867924528
48006,48006,100,66,62,1,129,66,62,1,0.5116279069767442,0.4806201550387597,0.007751937984496124,0.5116279069767442,0.4806201550387597,0.007751937984496124,Joy F. Campanelli RECAP,0.5116279069767442
